user_id,city,n_pano_visited,n_pano_with_label,n_keyboard_interaction,n_pan_interaction
cb87e723-93aa-4d99-ab1b-55b07e8124ef,columbus,38,10,74,1303
cba5572a-5812-4e18-ab3c-ce28d3e89ec9,columbus,974,487,1332,156049
cf36b9b9-9c77-473b-a152-b3b47d8d3db5,columbus,30,9,222,2649
cf3758c1-a330-4455-9496-254199bb7f2f,columbus,347,127,54,29589
cf44d1aa-2bd2-4886-a154-1419ef6e1213,columbus,34,6,96,2906
d191dcf6-ed4a-486d-9700-6f70482ef1e1,columbus,135,39,71,9989
d309d6be-2bf7-464d-9cc0-583bfef246eb,columbus,256,40,213,30929
d343047b-6e79-4558-a96a-9a919bcbfdcc,columbus,161,79,382,23348
d4c3cd86-f7f6-4300-8b43-dc54013bf306,columbus,45,15,8,6427
d50298fd-7060-40cc-a808-ed99fe46ad73,columbus,233,79,944,23652
d50cc5ac-ccbb-4df0-bd6d-5021c696f31b,columbus,604,170,1079,43307
d720fe9d-93d0-4220-aa61-9fc15c0a72da,columbus,176,67,293,7398
d95faffd-998e-492e-bc69-cf365d1ed41d,columbus,66,10,161,6151
d9bbf1ea-dfac-4802-84a2-ce5259ffb38d,columbus,217,107,550,24363
d9e68723-49de-4b5d-88d6-e88c13b318ae,columbus,195,75,160,21178
dae9c525-78d9-4113-98b3-efaedd6e6cc9,columbus,1806,739,771,118419
dcd373e3-4b0b-43f4-a1db-0bf0e98bb80c,columbus,128,14,6,7068
df1cd73b-c79d-4bac-86a6-d4a775c5089d,columbus,80,16,64,3716
e0189f70-ae87-491f-849f-fc0dfd868fac,columbus,113,53,110,16808
e2e52e31-8abc-4f41-be65-fc3accd83cfa,columbus,20,7,1,2447
e4e61654-8a76-4d9f-a7b5-10c30a1bb17b,columbus,39,14,21,978
e6410fb9-8741-47b7-a6ed-db990043bc85,columbus,656,237,813,72811
e67d6835-664c-4731-9254-f6461afbd3b4,columbus,192,44,240,23714
ee82d981-09f9-48a1-8c1c-d402c8980e0e,columbus,55,18,76,3216
efb21bbd-562c-4b1b-948b-bf9a307b76ae,columbus,95,37,11,15786
f224585f-8e79-48d9-89a2-90422ebc6550,columbus,78,20,62,3091
f276e210-0378-47d6-9f11-702ef4e4782c,columbus,35,19,71,4713
f34de60c-1bb6-4685-a7c7-c2aaffaed0c7,columbus,32,13,0,2774
f38c9d86-5cd1-4614-b61a-d57693566b64,columbus,57,25,71,14956
f718a182-6312-45fd-a402-ce16b7931b06,columbus,91,24,10,11647
f75966e0-eff3-48c2-b3ef-77c2c895f2e2,columbus,32,20,9,5622
f767684a-d206-4aec-90f7-1320cd5b15e4,columbus,142,29,3,7224
fd73de2e-ad72-4570-abb8-8caf1643f234,columbus,11,7,268,1134
01185ee9-be8e-4154-abf5-1d823b639756,cdmx,301,98,142,25174
0232f5a5-79c5-491e-bd54-9b4577fbfe4a,cdmx,41,8,23,9779
028bda7f-202d-4860-b057-4fb3e2e3b0e4,cdmx,673,140,138,30861
03fd95f8-f226-433b-b5cd-5323cd34f727,cdmx,41,18,49,2661
04966d94-c80c-4594-a4f1-1a4a5a5b9f11,cdmx,49,31,3,5691
068b9623-722b-4b17-9c19-148ffdc1f3c1,cdmx,679,256,250,46701
08434ab8-be13-42ee-8b46-85cb1345fd32,cdmx,598,99,74,18813
08c178c6-120b-44c3-883d-65538e54b5a3,cdmx,72,47,95,13098
093d8cfe-e2b3-4d65-9e0d-d4dc5e979963,cdmx,36,26,71,3259
09edceb4-cdd3-41bf-afea-230518371efe,cdmx,195,37,12,4890
0b12140f-80f6-4454-80d7-46b7abf0653f,cdmx,91,20,91,9668
0b9eb459-3e26-431a-817d-197791a95297,cdmx,204,98,89,28323
0c06c76c-e9a8-4707-9dd2-097c47b26919,cdmx,816,194,693,103399
0c2dc684-1fc4-488c-921f-cffb09a37550,cdmx,19,4,4,664
0e836ef8-a770-42b2-b61e-989696052853,cdmx,578,81,9,32070
0faafe5e-0ac6-46b8-bf5c-3743ad8b9849,cdmx,292,172,1752,43233
122f89a8-5a21-4f3a-b304-13cbbcbc0b30,cdmx,14,6,26,2754
12651819-2c9d-4935-b9c0-a9964580962d,cdmx,210,46,314,12441
1367aa4c-63e2-4870-a2db-2d95c978a961,cdmx,2630,777,185,117248
1665d830-df2a-4b84-ad8f-2508bb659f83,cdmx,234,27,120,8401
1c36a53b-2bfe-484f-8b1a-7d2aea410528,cdmx,378,135,64,13842
1f3786df-b424-4092-932f-1e27161a0215,cdmx,19,12,2,2433
21b830c8-452c-479c-870c-6801b3af2a95,cdmx,309,104,51,26865
24746c70-a468-47b3-a27a-499bcee50248,cdmx,941,202,667,16371
24d0dedd-3752-40e4-a843-1f9fef100821,cdmx,34,15,0,2225
257432ee-7dfa-4c0c-94b1-f7fac7951db3,cdmx,28,11,0,2888
2638a22f-22d8-4cb5-8166-83fcbbd6ac29,cdmx,216,102,854,14155
263b0a84-7f5d-4267-ae9c-93c933b3d6fd,cdmx,160,45,60,13558
26bff66a-4f99-448b-8115-8851c9fd99db,cdmx,36,29,2,5230
2726c177-f8f0-44c4-aad4-bc2055099c2f,cdmx,352,138,2035,46031
2df0aed8-e95b-4199-9a9e-94fbd07cc307,cdmx,22,16,68,4168
2e6f45eb-f552-495f-938d-6e139616398b,cdmx,490,129,154,27110
318f666d-0d70-4eb6-ada0-8108f9fac7fa,cdmx,239,54,82,12412
32ede9ee-3832-43fc-9991-0f463b497f9a,cdmx,360,41,144,22620
35c56f59-5242-446e-a8d9-f59ed7f4808d,cdmx,26,9,3,4240
3976e7bc-0f0b-4573-a985-b8866c35b213,cdmx,1072,246,992,155535
3d36f0cd-3917-4f2c-946f-217b37391bce,cdmx,395,128,122,28334
3e942b1c-9eeb-441e-b481-5c3d8ff8142d,cdmx,326,55,144,15409
431d2357-f9ad-4960-a59c-4ee549800f99,cdmx,180,105,100,21865
45b37cd7-528d-47ce-875e-6e996d98f8ce,cdmx,144,60,56,18574
45e94804-211f-43c9-9b1f-d44d0a9103de,cdmx,593,146,113,23233
4661de30-50dc-4d47-8b4f-e41fbda1c227,cdmx,252,49,35,26251
47522aa4-993a-4aec-b37c-cb082bb59562,cdmx,136,51,372,18038
47fc50a6-3a10-4e55-ac13-115814bf4e31,cdmx,127,67,562,20494
49b07be3-4134-4c18-a93e-8515d6bc792d,cdmx,648,292,313,34757
49b630da-278c-4d23-ad24-66ec679b5fa6,cdmx,632,220,27,44833
49c6b727-874b-42f4-8997-eb4257332f8a,cdmx,233,118,42,10959
542bb2f5-5fa6-42fb-ba82-eeb40b470c08,cdmx,27,20,40,6344
55004618-30e1-45c4-be16-a0038bd628f0,cdmx,121,72,1818,16945
5593e320-2329-4c53-8d8e-104687c14486,cdmx,18,9,16,1146
56ec81f0-8579-4802-9538-52a2b0722078,cdmx,182,42,70,7266
579608ea-c8f8-4d38-8602-9904593c1a79,cdmx,325,130,79,12359
58f998b4-71ec-4a53-8cf5-a77b4273afc3,cdmx,18,5,105,4504
5a761a40-f10d-44c0-acb5-a13ebe8fcf2a,cdmx,23,12,18,4762
5ae7c861-d0fb-4ab1-94f6-20a9e7d7f2fa,cdmx,784,480,642,43682
5d537e9d-ff40-44a5-981e-5ade0c0ab938,cdmx,163,36,388,6182
5e44afb0-e315-4154-a07a-dadb14e6de17,cdmx,251,162,208,28439
60df6a8d-eb3a-4267-9ef1-73f230361394,cdmx,43,24,141,4442
614bf2bc-d241-4896-bec3-65b12a878870,cdmx,31,8,1,2814
632d717a-ff0e-47d0-b1e3-e40fd499d8e2,cdmx,144,14,51,7569
632f3e55-c933-49c9-97bb-6e41d19da77f,cdmx,136,88,393,22960
642abb75-c760-4767-a447-7ca89e54f197,cdmx,151,71,352,36432
64e4f021-fe9f-49cd-9c77-b38afee9d70d,cdmx,207,108,159,10958
64f9f5ea-e7fa-4cf6-9473-ca3e0dc5c0bb,cdmx,217,76,102,20173
68596faa-b852-44b1-9f49-ad9aec865cc8,cdmx,309,62,0,12486
68f436bc-19f7-4ede-baff-a91529b7ccb8,cdmx,418,35,167,26343
6e8e5936-82e2-4863-bf2f-df650f970c1e,cdmx,455,154,660,60946
6fc3fa08-f213-4706-962d-75f7173d274d,cdmx,282,93,285,22617
70635f93-0335-406d-891d-74e3a2febea7,cdmx,16,7,0,1436
70aea408-36c5-4552-b698-e5cb3e472ae9,cdmx,678,315,136,41976
70de80f4-045e-4d59-8ffe-700094e738f3,cdmx,14,6,38,3947
7102f353-3693-47cd-b2a6-aa9005b08dfa,cdmx,15,12,0,1741
780a824c-6dd9-4f31-b6a7-2c916150aeb7,cdmx,281,49,41,12240
7a6fb561-33d0-43b1-bc65-c88970d06358,cdmx,657,189,200,35313
7adf05e6-3b05-484d-ab97-515710fdd649,cdmx,4,2,0,1654
7bb2986b-b772-4d70-b117-6e3703b4ee00,cdmx,793,261,470,62360
7bcc4a53-3fac-4098-8123-6293321155ae,cdmx,20,9,10,2069
7c2ed67d-0131-4117-850e-18d6c675dd2f,cdmx,105,72,266,24508
7cca9ed5-1059-4033-ac63-d50efcb9a78e,cdmx,705,217,146,48488
7ce363be-aec9-430c-8998-e927b3f47e75,cdmx,155,40,31,9962
80d3e97d-d835-4aa7-95eb-87d0872139d2,cdmx,117,41,93,9280
8107b0c3-f506-45c4-b51f-53b1f03f2fbd,cdmx,67,30,173,5486
855be2e7-d894-4e2a-8a8b-c9317e18070c,cdmx,544,193,31,30639
86f020b0-0684-4ff5-8527-10907782a75d,cdmx,136,107,22,4123
875099a0-765c-44cd-85e9-599f95a4aa33,cdmx,272,82,91,7882
87d830b1-2062-4541-bcf8-e86d4f3e1b52,cdmx,20,8,228,5460
89adbaf5-ad83-4d5a-ac13-467ecccc6fc1,cdmx,579,190,741,46571
8abbb3b9-c08f-4c5d-bf30-66724c21d6f5,cdmx,204,24,94,15533
8cac96b6-6339-4645-87e0-a9182b54f3bf,cdmx,239,91,14,17933
8cc34b18-a854-456f-8f0e-9f20b0b1694d,cdmx,124,13,0,9206
8d8600eb-c514-40bc-9b08-9f35e23c5993,cdmx,48,33,183,3655
8db9ac09-def5-4c41-936d-d14ac6b162cd,cdmx,697,370,462,34806
8f6f2b72-41e4-4d1d-aafe-bf2bcc2850ff,cdmx,15,7,12,1099
9283a991-96c5-4da7-9617-db2a299e77de,cdmx,808,52,167,52925
92cbe359-45e6-4b42-9770-12d9f097086c,cdmx,162,70,323,8165
92ffd90a-c988-442c-8779-60fda1edf2f5,cdmx,405,217,41,40363
992fbd04-937f-4ee5-bc5b-9b4ed879f68c,cdmx,255,118,109,18791
9a1d9609-7198-41c5-a581-27824e176338,cdmx,15,6,0,1268
9cc2aeca-d6d1-4034-9a3f-bfdcc661ebfc,cdmx,357,53,78,14841
9d6b12df-8cac-4eb3-9e82-64988d568ad2,cdmx,513,64,367,19658
9da36e14-7d56-4999-9ffd-9e842918699b,cdmx,460,109,70,36378
a4d4151e-4919-42fb-9816-c5688d046360,cdmx,185,38,14,3485
ac8218a5-6493-44f4-ba05-a4582584d866,cdmx,547,93,58,57926
b03fbaa0-1549-4279-a732-eae2dd4e0680,cdmx,272,56,237,14481
b41a5996-7975-4865-a67a-196589cd687d,cdmx,720,358,279,60482
b4c61d9d-1d8a-48ae-b505-069a458a975c,cdmx,19,16,816,2586
b7f85a9b-b222-4b6b-9e0e-d05aba524788,cdmx,661,255,267,72604
b8ad7b6e-75fc-4189-aa59-dd320183b9c0,cdmx,142,21,21,17910
bad5d229-eea4-4cc4-a9f5-ad658bc9d5b7,cdmx,18,7,0,1408
bc2920ef-6014-4a44-9628-583fc650d52e,cdmx,377,184,18,12295
bc9789f5-1c21-4720-bc59-0b2f7325f121,cdmx,567,248,124,13416
be1d15ff-2b8c-4d7e-90bb-47e88cf32f4a,cdmx,27,12,112,3657
bf718806-7ad5-45d9-9c65-68c236de3946,cdmx,167,34,57,22231
c08ab119-409c-4b26-9bdd-866052119e3a,cdmx,18,13,27,2868
c173e908-92f7-474c-bed4-f52f532c125a,cdmx,503,39,3,11274
c1c83f10-1531-4076-8a6a-bbead8a7f23c,cdmx,125,18,66,14426
c23a3cdc-e2ba-4b09-8ab8-34f52acec9e5,cdmx,50,34,16,8854
c395aaac-73c3-43cc-ae9f-5d9757da0602,cdmx,723,341,448,40242
c463f35b-45b3-46fa-aab0-b1f2727318db,cdmx,12,5,26,1848
c5dcc5bc-2527-47e7-b41c-d0c0b1b905c7,cdmx,373,232,51,31754
c6f3117c-9e97-4b06-a3bf-f9cab61276e4,cdmx,53,23,211,6730
c79ed3b7-45ba-4701-bac8-1490c8f5c0c5,cdmx,259,49,116,11314
c99bbd5f-bec9-42fc-b034-ee26134524ff,cdmx,51,21,2,4030
c9b6b86a-7210-4fc0-b1cb-58c4a9f50870,cdmx,532,183,166,18710
cab0c331-d988-4551-8818-deb27a2a40f8,cdmx,10,8,0,783
cb23159e-b73c-4ac0-9f95-eae495722942,cdmx,23,8,0,1668
cd8e709f-7c95-438d-9b1b-72f1efb449af,cdmx,380,130,11,51881
d05c0542-1c7c-4dd5-8358-a919db3b0a56,cdmx,42,18,162,8309
d1bf0f56-7f37-48da-b17c-0d962a5f8530,cdmx,202,21,88,16283
d1de3474-4478-45e3-818a-05e0b7343dbe,cdmx,694,156,20,42724
d3ad268d-17fe-4150-a23e-88de47e6446c,cdmx,164,74,87,19888
d642d61f-1142-433a-8a57-aa652efc3c75,cdmx,22,13,12,1900
d9278200-e9a1-4b3d-ad62-5f91d4ec67e1,cdmx,104,18,42,19480
dc546b14-1819-4689-a0ee-70e9905a9ac2,cdmx,146,93,0,21754
dd37a678-d7b1-4b8c-af29-4c69ee651baf,cdmx,169,104,208,7204
dfd2abbd-f5c1-430f-b3dd-a59c8bfc0c6e,cdmx,17,6,0,3931
e0271bbb-43f8-4797-a233-b0998e5adee3,cdmx,175,34,8,11261
e3ad768b-5867-4c9c-b733-d05ac77add70,cdmx,6,4,516,824
e63ac5ea-db9d-4266-8790-4a25679c3362,cdmx,319,71,46,39064
e6d19c2f-36e7-48b4-ba82-149946fc9f6e,cdmx,408,47,27,10314
e90cad01-3a21-4176-9064-cf85b417d650,cdmx,994,262,193,51714
eaac2f4a-39b3-4319-8317-bf1b74030c34,cdmx,303,24,18,16699
ebefa918-3e85-4d4d-9b2f-11413b44bcb8,cdmx,26,9,16,4302
edfaa79f-ccf7-4029-8f9b-61237aa98560,cdmx,913,153,19,45969
f019a5f3-abb7-4e7b-aef6-1751f8f36f1d,cdmx,1141,468,4395,107905
f0b5c32a-ea9b-4201-8f61-b139789239ad,cdmx,180,118,427,58087
f157e40b-cb36-42e6-af55-491b96881c93,cdmx,521,75,0,14285
f1c1480d-bf0d-4f91-aa7f-e491e7e77176,cdmx,2377,1081,2530,146092
f30b2612-3a70-4549-905f-3c168d4dcc78,cdmx,462,176,120,30576
f930b68d-4f92-45ca-9ccf-0c5f98d630a3,cdmx,672,178,279,34526
fb418bf0-ae14-4bec-8077-85a2643b2169,cdmx,483,188,108,29811
fc3b7f44-3f49-44d9-8fae-4ea83eee6347,cdmx,161,36,42,5810
fc4bf83f-9007-4fb8-8faf-2768f5357b1f,cdmx,538,164,88,26694
fe39c951-7262-4169-b6ec-05e0c9f47130,cdmx,50,41,336,9947
ff3e7a7f-ec9d-41f6-92f5-c22b0237f4c8,cdmx,184,77,124,11798
0028e944-25f6-4b5a-940b-1c9a1b91ef86,spgg,22,11,34,3217
01258eb4-e987-48e3-86cb-dd8b79790ad5,spgg,1103,609,2601,118011
017da950-83a9-4d0b-bd51-5c3379d24265,spgg,225,194,201,25660
02b45962-11af-481d-9e45-05688ff3a507,spgg,33,11,11,6749
042d17f8-a36a-49ad-ba2b-27488152bf26,spgg,189,64,29,18036
0431c5f1-b187-48f4-9b97-a69e2a3f1d36,spgg,94,31,9,5602
0437d85e-da6b-452e-a672-647a8f246c45,spgg,95,82,7,11155
04eceb2f-2de5-4f3a-b570-75c65ba54fda,spgg,1215,575,1001,100795
05022007-8b1a-46c4-adcb-9ad78b73bfa8,spgg,37,21,46,4263
065854f6-c4e0-4f14-85df-2c9e1c515aca,spgg,174,46,247,14964
08b3c832-ca58-4118-b967-bdb2c6a1a73d,spgg,128,110,212,24311
08c38cb3-0845-49c8-8a45-a53c8dbb33fa,spgg,29,16,81,2501
0a1f58ed-812d-49f5-b0e8-b2f9619fef5e,spgg,2801,784,79,147287
0a82ae1f-cee3-4e23-8038-c4e407bad89e,spgg,774,86,992,22030
0e52bcdd-10f3-4982-8dee-e5c55071fd89,spgg,1760,718,223,81510
0ec4f578-4c6f-4c13-8dcf-ba875ab7cdff,spgg,7,6,0,907
10bd8507-fced-4950-9ff9-95b25215b5b2,spgg,10,6,32,1426
10c3bc67-63ba-4757-bd6e-db02c471ae6a,spgg,77,12,22,3109
118a2f41-f600-4ac1-8d29-934a4d142d1d,spgg,1133,419,86,85705
12032b15-c76a-449d-8368-e9bae8b5fd71,spgg,1087,610,21,111248
12f378ad-6672-4df7-aeb0-8b93194f885b,spgg,2897,890,754,158592
160b7b95-1bfc-439b-b730-b63e022845f0,spgg,168,18,4,9212
176045c2-bcac-458d-b2f4-245ff355719a,spgg,95,50,252,21704
1798d2c6-81bc-4e8f-b5f6-27ef7d2ee4f3,spgg,575,342,49,35453
19237c94-8e84-41af-be16-614f6afb08f9,spgg,19,8,128,3633
19556bd5-5c41-419c-81bf-dbb34176a674,spgg,22,6,53,4050
196339fd-e315-4cea-9759-e42fc4e30024,spgg,1252,468,35,88121
19ec9f6a-94b0-41ae-a9cc-ac9adbf5d2dd,spgg,1093,461,207,72715
1a398b00-e9cd-4a8e-8cd2-e9dd261e5e63,spgg,770,175,155,28431
1a441a86-e106-4fb4-b985-3394b21c697c,spgg,876,342,7,37764
1b887aaa-0bc2-4d20-85f3-203498ec0da3,spgg,19,11,4,4332
1d27adc6-01e9-4d7d-8411-3e0eee2ef634,spgg,17,7,15,2710
1d7989a3-28ef-44e7-bed9-88a3b2082c61,spgg,1257,364,0,106529
1f89f552-11a9-47f3-aa4b-31686ef739e2,spgg,479,176,160,25198
203b7394-596c-4ac4-8f6c-8dbe9672ed81,spgg,18,6,1,260
21987e3c-ed83-4443-8830-7a2492c91771,spgg,217,108,86,34472
21b5b4ec-cf38-46f1-8a18-2b950399dc2d,spgg,611,488,146,77930
232ee8b0-ed78-41ba-8d50-70a1716e0af0,spgg,563,353,190,67191
24fa2e41-241d-4158-b056-d37f36514234,spgg,18,12,0,5301
2582c496-ff55-4af9-b200-1f3339fff950,spgg,1093,438,110,53275
25c5ae85-1d54-4f56-9169-a9b8defb0c6b,spgg,258,143,570,15201
2608c2e5-5c0b-4c62-a0e3-f93220fbe6eb,spgg,88,34,79,14892
26e6e0d0-aabb-4efa-9664-f351695fae32,spgg,1077,313,50,113273
278376da-7fa6-4e5d-b9c9-57aab1e50807,spgg,594,265,1,26559
27a45a3a-07c3-4439-9cce-2ab099959e28,spgg,18,4,0,2234
283dfc49-657b-40ef-8cf4-c5e10e2f5923,spgg,16,6,0,3727
2854cb12-0fd7-431d-b54e-40c0497f8371,spgg,8242,1575,1224,426488
2935f048-637f-4fa8-abd7-92a07019da4d,spgg,14,10,3,3782
2b2f2c62-1df0-47d0-af8d-2b8be7fd0d4c,spgg,102,71,54,12755
2c2de0a1-be9b-4d5c-9113-e90fbe022cdb,spgg,17,13,69,3464
2c32970e-f280-466e-ba43-51447a55397d,spgg,25,8,297,3311
2d54f4a5-cc55-465e-a85b-90de7b54d35e,spgg,13,6,34,4319
2d98b668-4ebf-4f50-b693-8b0d6a2109ba,spgg,211,137,87,42150
2daee516-1ab6-46ab-9f21-b81a5e815925,spgg,26,12,233,1083
2dd736a2-c17a-4f89-9410-85cb524c6d60,spgg,92,13,0,4340
2f4b379a-8fb7-424d-920e-5968d3361b0d,spgg,146,98,69,12986
2ff20e15-7123-460e-b27e-24f71c923870,spgg,100,74,72,7345
304a8ca8-ac81-408d-8be9-4f76f1faa7fb,spgg,24,11,2,3728
308ec17a-de10-40a5-9a53-49a1a7748104,spgg,966,506,166,45519
3120e5df-d395-424c-91db-d2e2c28a6418,spgg,358,70,0,32556
318a91df-cf26-4983-b0f9-d00e39e92b77,spgg,1133,438,642,107006
324ed4b4-85b7-479d-9434-3ebd93d6c578,spgg,19,9,0,2135
32da7237-2b33-42be-a4fc-f0f14c3b3c18,spgg,236,155,482,39689
33bab3e2-3058-4bd5-a018-7327ed71d8ed,spgg,1590,468,76,90835
33f01b9e-d1ea-4169-b18f-90faea683771,spgg,21,12,203,2988
3505e9e7-ebaa-454f-8428-d4bc2863d7f7,spgg,1119,339,12,128650
35208cbd-5e04-4e0d-b5c4-fffe06867cce,spgg,378,187,482,31008
36d60743-4c5b-43f3-8531-49bfdc32b04f,spgg,158,20,16,11053
37ddfd02-44ab-427c-9c86-003403759351,spgg,27,9,0,5212
38af9bd7-96a4-4d35-895d-eae2340eb62b,spgg,1598,310,10,103531
38dfd72a-4e10-4257-b600-1a04caca957e,spgg,98,11,77,4479
3ab3f2fb-f47c-4112-a041-83d1b6115340,spgg,21,12,182,1122
3d9c2ee9-49d3-4b16-92a1-87b6a8907b4a,spgg,2685,1009,3308,171171
3dd08788-241a-45b9-8660-92df91e67872,spgg,1018,363,89,103363
3ddf1f3c-3832-403c-8159-1333f2c2e7d8,spgg,1205,459,7,67654
3eb0bd9d-5510-417b-9970-350c7f3ac27a,spgg,1172,605,329,46400
3ffc917f-f51d-4938-808d-d65eac912bab,spgg,29,10,3,11279
40bd63f6-fbb7-4b4f-87a9-eceb84d70859,spgg,162,124,813,36780
40c984bb-f60e-4dd0-9592-6b2e2aae46eb,spgg,357,218,23,31064
41f8e1ba-dc8b-499a-849c-a688ac7017cf,spgg,55,27,16,6620
422d02d6-0ae3-47cb-9efd-1bd6e4d7414c,spgg,691,84,77,29042
428e20f2-4bd8-49e4-b379-c3e92fdecbea,spgg,6,3,0,563
437b0cd3-2c38-4ba8-a46b-4be98e8eb50a,spgg,93,28,57,3535
43ceca7d-65ae-4a32-b209-764394d9d066,spgg,17,8,20,1395
4543570c-2b98-4a43-af89-7bdc88d23bd5,spgg,41,34,94,3892
458082aa-7635-4846-8b5e-2d609a42e858,spgg,23,15,139,1898
47d7b46e-920b-41ee-8168-df4e2309d420,spgg,255,144,58,41912
49205e3d-9bc1-49b9-a2fc-a255100f7564,spgg,1118,317,221,113230
493b19b9-226c-4234-9412-8955c0c89928,spgg,3125,958,6591,128748
49663d71-cde2-4011-96e5-751ff82d8ce7,spgg,479,228,317,17863
49ba8f58-d1cd-40f4-ac0c-a09821af81b2,spgg,28,10,7,1674
4a619e3b-7e55-4220-a706-732e8c24b1d8,spgg,497,197,388,8297
4ad8c333-6da3-4249-b1ba-ce33a163d768,spgg,162,119,912,10806
4b5315b6-437b-4b9b-a6ce-c772102c2f2e,spgg,175,136,1223,22684
4ba38d6d-efc6-450f-83b0-56ced37739c2,spgg,1130,577,48,71617
4c1fb36d-e8ae-48f8-8b9a-c08b80694363,spgg,2734,1538,2422,104752
4c79f441-4324-425e-848e-ec35fdaffdf7,spgg,512,361,0,59982
4d12cb90-e10a-49e8-84fb-d2d0473f1b8b,spgg,1085,400,5,135378
4fa80f8a-d08a-4293-89ab-72e3fbb080a0,spgg,33,14,6,3001
5034b0e1-7114-45a9-ac3e-90477bed3be7,spgg,590,228,0,38576
50f18fd4-7adf-47aa-9ca2-42fc3902efbc,spgg,18,12,1,4973
517740f9-e50c-4a7a-ae1b-1aae3beb6a6d,spgg,239,101,179,21777
52069cbf-ff0b-49cb-a1a3-e537271cbeef,spgg,593,89,43,28710
53aa84bc-7107-4149-9e56-5e3eb2b13470,spgg,143,27,324,14794
53bef5db-6cd9-41c2-bf6c-67d47830b949,spgg,925,444,1408,189249
551f1ca9-d13c-4a8b-8f10-c83e4ce16010,spgg,23,13,116,4355
565607d4-d483-44c0-9634-1f05126b34a9,spgg,1086,452,102,42240
56c4f82f-aa82-4998-9767-09c3cd87e0f2,spgg,101,54,0,15980
57a91b09-5f18-4a52-8d1b-6cf27128b749,spgg,118,53,124,10686
57fd4296-b2e6-4148-8c65-4f93dfd9d915,spgg,27,8,0,4227
5863bc0c-729d-4fbb-b3c8-2b5b257afb6a,spgg,28,10,0,3427
58f025ba-78a0-4277-b312-a03f089165a0,spgg,52,23,2,7206
5979098e-8bbf-4abc-8276-683d5c661b25,spgg,598,179,30,21280
5a12a500-54b9-4b51-9ab9-8a52ca495026,spgg,225,126,57,12720
5a560915-3990-4af5-a3c0-c9c20c288959,spgg,281,186,3173,52285
5aa60411-8a71-4f53-8e94-88ae6c963d2d,spgg,23,11,51,3439
5bb22a17-a4bd-4121-9003-8f5df319121f,spgg,1072,458,9,76029
5bba6242-1cd3-4fe6-aa52-377cdfa348f8,spgg,62,33,67,6948
5d5e67fb-a93a-4ba3-841f-3d30b975c680,spgg,21,14,2,6643
5ec4e23e-74c8-4031-bd81-cb9cbb106280,spgg,1124,477,161,102894
5f36e7b0-240b-4687-ae1b-41d0971d878f,spgg,23,7,1,3518
5fc02d33-d4e1-42bd-8a5e-2b1525bf1c74,spgg,1208,442,51,36366
601c56dd-e5b6-4abd-8d42-d33dcf2bc1c5,spgg,267,59,92,18607
615dd413-446d-4632-87b7-400315a5388b,spgg,156,32,1,6688
623c11e4-078e-4d12-abdf-cac2a438c565,spgg,1129,614,54,181763
